Event	ID	Name			Wwise Object Path	Notes
	3265814676	Amb_Cannons			\SFX\Amb_Cannons	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	861553087	LTDC_AMB_Cannon_LayerHeavy_Random_003	.cache\F1\{F11B4124-2A8F-FCE6-D117-E42799FC8DC5}.wem		\Containers\AMB\Cannons\Cannons_Heavy\LTDC_AMB_Cannon_LayerHeavy_Random_003		13159
	897804476	LTDC_AMB_Cannon_LayerHeavy_Random_008	.cache\FD\{FD9E0562-6D9F-C7CD-9D00-9E9E2AA02899}.wem		\Containers\AMB\Cannons\Cannons_Heavy\LTDC_AMB_Cannon_LayerHeavy_Random_008		26098
	908746399	LTDC_AMB_Cannon_LayerLight_Random_009	.cache\40\{4062E192-7692-94B8-00BE-C774653460B0}.wem		\Containers\AMB\Cannons\Cannons_Light\LTDC_AMB_Cannon_LayerLight_Random_009		27652
	927552990	LTDC_AMB_Cannon_LayerLight_Random_008	.cache\DF\{DF86DC0C-AC4B-195A-92A9-0FA456A4C8EC}.wem		\Containers\AMB\Cannons\Cannons_Light\LTDC_AMB_Cannon_LayerLight_Random_008		20453
	1011832069	LTDC_AMB_Cannon_LayerLight_Random_002	.cache\1B\{1B1F47B8-99BE-03FC-55E3-9E46B30D2DF6}.wem		\Containers\AMB\Cannons\Cannons_Light\LTDC_AMB_Cannon_LayerLight_Random_002		21049
	1015776938	LTDC_AMB_Cannon_LayerHeavy_Random_009	.cache\A5\{A5A239D3-979C-B729-7B11-E3BFBE0367E3}.wem		\Containers\AMB\Cannons\Cannons_Heavy\LTDC_AMB_Cannon_LayerHeavy_Random_009		24363
	1020890998	LTDC_AMB_Cannon_LayerLight_Random_003	.cache\43\{43D1FE7E-5C09-A863-658D-1B85C5403A2B}.wem		\Containers\AMB\Cannons\Cannons_Light\LTDC_AMB_Cannon_LayerLight_Random_003		17771
	1056690897	LTDC_AMB_Cannon_LayerLight_Random_011	.cache\74\{7431C906-664F-3CE2-D5B8-14FCC31A74A8}.wem		\Containers\AMB\Cannons\Cannons_Light\LTDC_AMB_Cannon_LayerLight_Random_011		19970
	1070142580	LTDC_AMB_Cannon_LayerLight_Random_001	.cache\E4\{E4A4F999-DEDF-3D4E-9796-B9CED80BD887}.wem		\Containers\AMB\Cannons\Cannons_Light\LTDC_AMB_Cannon_LayerLight_Random_001		21092

Streamed Audio	ID	Name	Audio source file	Generated audio file	Wwise Object Path	Notes
	310481320	LTDC_AMB_Street_WindBirds_Loop	.cache\69\{69A0BA15-5395-FB3E-F31B-D9C9FF01C2A2}.wem	310481320.wem	\Containers\AMB\Street\LTDC_AMB_Street_WindBirds_Loop	

